objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"High Frontier Colonization","124147","0","0","0","1","0","0","0","0","0","0","0","1","","I like the game better with the support technologies being part of ship design. Haven't tried the other modules.","","","","24674413","5.73089","8.21781","4.3611","0","810","thing","High Frontier Colonization","2","5","180","180","180","2013","1,2,3,4","3","16+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Hive","2655","8","0","0","1","0","0","0","0","0","0","0","1","","A brilliant 2P positional game. Not as deep as chess but easy to play on a train or while you're waiting for another game to end.","","","","12368260","7.16825","7.31678","2.3133","333","57751","thing","Hive","2","2","20","20","20","2001","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Hoity Toity","120","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49036071","6.19549","6.50982","1.8623","2240","8969","thing","Hoity Toity","2","5","45","45","45","1990","4,5","5","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Humans!!!","33040","4","0","0","1","1","0","0","0","0","0","0","1","","Not my thing. Playable with Zombies!!! if you're into it.","","","","8614547","5.53669","5.76316","1.898","15176","2391","thing","Humans!!!","2","6","60","60","60","2008","3,4,5,6","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Imperial 2030","54138","9","0","0","1","0","0","0","0","0","0","0","3","","A stripped down game of Risk played where you invest in the success of the various nations instead of representing one directly. Victory is all about investing and dumping your stock at the right times.","","","","9775167","7.0911","7.63397","3.5","398","8414","thing","Imperial 2030","2","6","180","180","120","2009","3,4,5,6","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Impulse","144239","8","0","0","1","0","0","0","0","0","0","0","1","","This is a great little game. Chudyk has wonderfully compressed the 4X genre into a 45m romp with some novel mechanics and lots of depth to uncover. Although it lacks the personality on each card found in Innovation (and to a lesser extent GtR) I'm sure this is going to find plenty of time on my table in the years ahead.","","","","24674417","6.13977","6.79571","3.0522","2465","3699","thing","Impulse","2","6","60","60","30","2013","2,3,4","3","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Inis","155821","9","0","0","1","0","0","0","0","0","0","0","1","","","","","","86862619","7.52889","7.81439","2.9381","124","29389","thing","Inis","2","4","90","90","60","2016","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Inis: Seasons of Inis","255588","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","86862620","6.55922","8.16911","3","0","7072","thing","Inis: Seasons of Inis","2","5","90","90","90","2019","2,3,4,5","3,4,5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"The Initiative","328908","8","0","0","1","0","0","0","0","0","0","0","3","","Really enjoying this one with Maxwell (age 9). Played three matches our first time out.","","","","105870179","6.50645","7.52025","2.0317","1303","6787","thing","The Initiative","1","4","60","60","30","2021","2,3,4","4","10+","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Inkognito","466","7","0","0","1","0","0","0","0","0","0","0","3","","Clever semi-coop/team game where you have to figure out who your partner is but don't want to give away who you are...","","","","1300600","6.14651","6.60458","2.1638","2429","7276","thing","Inkognito","3","5","90","90","90","1988","4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Innovation","63888","9","0","0","1","0","0","0","0","0","0","0","3","","Fantastic game, though the expansions sadly do not improve it in my opinion.","","","","13489126","7.10783","7.32028","2.7815","379","26671","thing","Innovation","2","5","60","60","20","2010","2,3","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Innovation Deluxe","185257","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49034936","6.26403","8.29868","3.087","0","1797","thing","Innovation Deluxe","2","4","60","60","45","2017","2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Innovation: Echoes of the Past","92898","6","0","0","1","0","0","0","0","0","0","0","1","","Really disappointed by this first expansion. It added a lot of complexity and degraded the core game.","","","","13577663","6.41469","7.54785","2.9474","0","6189","thing","Innovation: Echoes of the Past","2","5","60","60","60","2011","2,3,4","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Innovation: Figures in the Sand","122323","8","0","0","1","0","0","0","0","0","0","0","3","","I like this expansion way better than the first one, though I wish it didn't use the ""echoes"" mechanic.","","","","19181487","5.94812","7.52909","3.1071","0","2595","thing","Innovation: Figures in the Sand","2","6","75","75","30","2013","2,3,4","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Jaipur","54043","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","49036088","7.36247","7.48038","1.4639","201","95292","thing","Jaipur","2","2","30","30","30","2009","2","2","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"John Company: Second Edition","332686","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","114103335","7.33535","8.24139","4.462","217","10023","thing","John Company: Second Edition","1","6","240","240","90","2022","1,3,4,5,6","4,5","16+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Kalah","2448","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","19181343","5.84887","6.0137","1.5971","4282","17677","thing","Kalah","2","2","10","10","10","1940","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Kanban EV","284378","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","86863146","7.80283","8.38121","4.2915","45","16507","thing","Kanban EV","1","4","180","180","60","2020","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Kingdom Builder","107529","8","0","0","1","0","0","0","0","0","0","0","3","","A nice little Euro. Fast and light.","","","","19181192","6.78061","6.93224","2.071","778","31597","thing","Kingdom Builder","2","4","45","45","45","2011","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Kingdom Builder: Nomads","117793","6","0","0","1","0","0","0","0","0","0","0","3","","I am SO ANGRY at Rio Grande for putting so little into this expansion. It's insulting and I hope it causes this series to fail.","","","","19181273","6.4193","7.33049","2.246","0","7766","thing","Kingdom Builder: Nomads","2","5","45","45","45","2012","2,3,4,5","3,4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"KLASK","165722","9","0","0","1","0","0","0","0","0","0","0","1","","","","","","114102979","7.26177","7.62405","1.0458","257","17709","thing","KLASK","2","2","10","10","10","2014","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Kremlin","196","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49036039","6.2978","6.96565","2.8462","1859","4279","thing","Kremlin","3","6","75","75","75","1986","4,5,6","5,6","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Ladies & Gentlemen","124380","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49035985","5.89449","6.4495","2.0877","3899","3409","thing","Ladies & Gentlemen","4","10","30","30","30","2013","5,6,7,8,9,10","6,8","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Last Night on Earth: The Zombie Game","29368","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","19181498","6.6089","6.89703","2.2984","1076","19746","thing","Last Night on Earth: The Zombie Game","2","6","90","90","60","2007","2,3,4,5,6","5","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Lifeboat","4174","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49036026","5.94305","6.29504","1.7513","3520","5523","thing","Lifeboat","4","6","60","60","60","2002","5,6","6","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Lisboa","161533","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578000","7.71103","8.17085","4.565","68","18947","thing","Lisboa","1","4","120","120","60","2017","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Little Duckling (fan expansion for Space Alert)","90133","6","0","0","1","0","0","0","0","0","0","0","1","","Need to try again now that we know the ropes a little better, but we didn't have fun the first time we played.","","","","13577654","5.52327","7.17727","3","0","112","thing","Little Duckling (fan expansion for Space Alert)","1","3","15","15","15","2010","1,2,3","3","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"The Lord of the Rings","823","7","0","3","1","0","0","0","0","0","0","0","1","","Still fun, but I feel like Shadows Over Camelot replaces it. It'll probably come out once or twice a year now. The expansions make it very difficult, which can be fun, but also complicated, which means you need experienced players.","","","","2955652","6.53642","6.73013","2.5317","1227","28270","thing","The Lord of the Rings","2","5","90","90","60","2000","1,2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Lord of the Rings: Friends & Foes","2449","8","0","4","1","0","0","0","0","0","0","0","1","","Adds quite a bit of depth to the game, but shouldn't be introduced to new players on their first game.","","","","2955660","6.43151","7.26633","2.7082","0","7194","thing","Lord of the Rings: Friends & Foes","2","5","90","90","90","2001","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Lord of the Rings: Sauron","3819","6","0","3","1","0","0","0","0","0","0","0","1","","I'm a bit disappointed -- can't seem to get into it. Shadows Over Camelot does this better.","","","","2955664","6.05738","6.89795","2.7443","0","5529","thing","Lord of the Rings: Sauron","3","6","120","120","120","2002","3,4,5,6","5","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"The Lord of the Rings: The Card Game","77423","7","0","0","1","0","0","0","0","0","0","0","1","","Good co-op! I wish there was a way to expand it without buying EVERY DAMN EXPANSION.","","","","22610198","7.38494","7.66233","3.2197","185","38894","thing","The Lord of the Rings: The Card Game","1","2","60","60","30","2011","1,2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Lost Ruins of Arnak","312484","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","86860622","7.91508","8.08254","2.931","30","85664","thing","Lost Ruins of Arnak","1","4","120","120","30","2020","1,2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Louis XIV","13642","8","0","0","1","0","0","0","0","0","0","0","3","","A wonderful 60m variable power placement Euro.","","","","14436261","6.56561","7.03425","3.004","1166","6720","thing","Louis XIV","2","4","100","100","75","2005","2,3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Löwenherz","66","9","0","4","1","0","0","0","0","0","0","0","1","","All about dastardly deal-making. Out of print now. The reprint broke the core mechanic.","","","","2954253","6.3354","7.06114","2.7843","1747","4149","thing","Löwenherz","2","4","90","90","60","1997","3,4","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Machi Koro","143884","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49036009","6.47443","6.59269","1.5195","1378","59600","thing","Machi Koro","2","4","30","30","30","2012","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mag·Blast: Third Edition","23142","6","0","0","1","1","0","0","0","0","0","0","3","","I still have this?","","","","19181510","5.72046","6.00852","1.5602","5877","2955","thing","Mag·Blast: Third Edition","2","8","20","20","10","2006","2,3,4,5,6","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mage Knight Board Game","96848","7","0","0","1","0","0","0","0","0","0","0","3","","Dominion meets Hero Quest. Fun but super baroque.","","","","18660176","7.83816","8.08198","4.3757","39","47908","thing","Mage Knight Board Game","1","4","240","240","60","2011","1,2,3","1,2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Mage Knight Board Game: The Lost Legion Expansion","130704","7","0","0","1","0","0","0","0","0","0","0","1","","Extends Mage Knight nicely. Worth getting.","","","","23632441","7.48176","8.7741","4.24","0","13205","thing","Mage Knight Board Game: The Lost Legion Expansion","1","5","240","240","240","2012","1,2,3","1,2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Mamma Mia!","49","7","0","0","1","0","0","0","0","0","0","0","3","","Solid filler. Useful as a test of how good your memory is on any given day.","","","","8614601","6.21428","6.49176","1.3583","2172","9248","thing","Mamma Mia!","2","5","30","30","30","1998","2,3,4,5","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mansions of Madness: Second Edition","205059","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","39466961","7.67907","7.9169","2.696","75","65581","thing","Mansions of Madness: Second Edition","1","5","180","180","120","2016","1,2,3,4,5","3,4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Mansions of Madness: Second Edition – Beyond the Threshold: Expansion","210674","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578003","7.1061","8.33943","2.7","0","18827","thing","Mansions of Madness: Second Edition – Beyond the Threshold: Expansion","1","5","180","180","120","2017","1,2,3,4,5","4","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Mansions of Madness: Second Edition – Recurring Nightmares: Figure and Tile Collection","206547","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578010","6.45142","8.15563","2.6667","0","6794","thing","Mansions of Madness: Second Edition – Recurring Nightmares: Figure and Tile Collection","1","5","180","180","120","2016","1,2,3,4,5","3","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Mansions of Madness: Second Edition – Suppressed Memories: Figure and Tile Collection","206548","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578006","6.44481","8.13074","2.6","0","6932","thing","Mansions of Madness: Second Edition – Suppressed Memories: Figure and Tile Collection","1","5","180","180","120","2016","1,2,3,4,5","2,3","12+","Unplayable in another language","","","","","","expansion","","","","","","","","","","","","","","",""
"Masques","65673","0","0","0","1","0","0","0","0","0","0","0","1","","I have this under the name ""Intrigo"".","","","","15047852","5.85462","6.46005","2.0115","4221","3422","thing","Masques","2","4","45","45","45","2010","3,4","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mechs vs. Minions","209010","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","65001568","7.62499","7.95038","2.4572","89","25138","thing","Mechs vs. Minions","2","4","120","120","60","2016","2,3,4","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mille Bornes","590","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","19181575","5.60177","5.71682","1.2512","9274","20636","thing","Mille Bornes","2","6","45","45","45","1954","2,3,4,6","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Mind MGMT: The Psychic Espionage “Game.”","284653","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","114103105","7.17628","7.78515","2.9156","323","16283","thing","Mind MGMT: The Psychic Espionage “Game.”","1","5","60","60","60","2021","1,2,3,4,5","2,3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Mission: Red Planet","18258","7","0","0","1","0","0","0","0","0","0","0","3","","Kind of a Cataan in space.","","","","8679727","6.39516","6.87775","2.3178","1590","3834","thing","Mission: Red Planet","3","5","60","60","60","2005","3,4,5","4,5","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mottainai","175199","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","45578056","6.51872","7.04279","3.1701","1270","8488","thing","Mottainai","2","5","30","30","15","2015","2,3","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Munchkin","1927","7","0","0","1","1","0","0","0","0","0","0","3","","","","","","8614604","5.69235","5.87403","1.8176","6435","102578","thing","Munchkin","3","6","120","120","60","2001","3,4,5,6","4","10+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Munchkin Blender","11058","6","0","0","1","1","0","0","0","0","0","0","3","","","","","","19181437","5.57032","5.873","1.8333","0","2327","thing","Munchkin Blender","3","6","90","90","90","2004","3,4,5,6","4,5,6","12+","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","","","","","","","","","","","",""
"Munchkin Cthulhu","25071","6","0","0","1","1","0","0","0","0","0","0","3","","","","","","8614605","5.88128","6.19863","1.7222","4004","13885","thing","Munchkin Cthulhu","3","6","90","90","90","2007","3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Munchkin Impossible","22948","6","0","0","1","1","0","0","0","0","0","0","3","","","","","","19181440","5.60309","5.9425","1.8286","9209","3134","thing","Munchkin Impossible","3","6","120","120","60","2006","3,4,5,6","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"My City","295486","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","93391168","7.24633","7.57805","1.9815","267","25181","thing","My City","2","4","30","30","30","2020","2,3,4","4","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Mykerinos","21441","8","0","0","1","0","0","0","0","0","0","0","3","","An area-control / variable power Euro in 45-60m. A lesser known gem.","","","","19181224","6.34427","6.83919","2.5613","1714","4110","thing","Mykerinos","2","4","60","60","30","2006","2,3,4","4","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Mysterium","181304","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","31661021","7.04936","7.19138","1.8896","444","83674","thing","Mysterium","2","7","42","42","42","2015","3,4,5,6,7","5,6","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Nemesis: Lockdown","310100","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","114102879","7.51931","8.25011","3.9119","129","19805","thing","Nemesis: Lockdown","1","5","180","180","90","2022","1,2,3,4,5","4","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Netrunner","1301","10","0","0","1","0","0","0","0","0","0","0","3","","Sigh, this game was perfect. The winner was almost always the most devious player at the table, regardless of deck construction.","","","","1236426","6.46612","7.45174","2.9336","1394","3539","thing","Netrunner","2","2","45","45","45","1996","2","2","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Netrunner: Classic","118994","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","22610279","5.54526","8.28049","3.6","0","104","thing","Netrunner: Classic","2","2","45","45","45","1999","1,2","2","14+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Netrunner: Proteus","92370","7","0","0","1","0","0","0","0","0","0","0","1","","","","","","22610260","5.57452","8.29531","3.7143","0","184","thing","Netrunner: Proteus","2","2","45","45","45","1996","1,2","2","14+","","","","","","","expansion","","","","","","","","","","","","","","",""
"Neuroshima Hex","21241","8","0","0","1","0","0","0","0","0","0","0","3","","Positional placement war game. Unique mechanic and a lot of fun!","","","","19181189","7.07479","7.38411","2.6084","411","17483","thing","Neuroshima Hex","2","4","30","30","30","2006","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Neuroshima Hex! Babel13","38188","7","0","0","1","0","0","0","0","0","0","0","3","","Expansion for NH above. Recommended.","","","","19181531","6.05614","7.69615","2.7083","0","1965","thing","Neuroshima Hex! Babel13","2","4","30","30","30","2008","2,3,4","2","8+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"New Frontiers","255692","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","67500589","6.71269","7.38528","2.9606","885","5848","thing","New Frontiers","2","5","75","75","45","2018","2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"On Mars","184267","6","0","0","1","0","0","0","0","0","0","0","1","","","","","","67500555","7.73961","8.15825","4.6269","58","22948","thing","On Mars","1","4","150","150","90","2020","1,2,3,4","3","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Once Upon a Time: Dark Tales","12039","7","0","0","1","0","0","0","0","0","0","0","3","","","","","","19181572","5.78125","6.79733","1.4483","0","1817","thing","Once Upon a Time: Dark Tales","2","6","30","30","30","2004","3,4,5,6","4,5,6","8+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"One Deck Dungeon","179275","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","59657517","6.64851","6.93405","2.0938","1007","27190","thing","One Deck Dungeon","1","2","45","45","30","2016","1,2","1","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"One Deck Dungeon: Forest of Shadows","224821","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","59657522","6.39735","7.07713","2.3333","1581","11617","thing","One Deck Dungeon: Forest of Shadows","1","2","45","45","30","2017","1,2","1","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"One Night Revolution","176361","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49036053","5.726","6.06496","1.8696","5788","5145","thing","One Night Revolution","3","10","15","15","15","2015","4,5,6,7,8,9,10","5,6,7","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Ora et Labora","70149","8","0","0","1","0","0","0","0","0","0","0","1","","The third in the Le Havre / Agricola trilogy. No random elements but really good.","","","","15047850","7.28771","7.67327","3.887","244","15696","thing","Ora et Labora","1","4","180","180","60","2011","1,2,3,4","3","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic","30549","10","0","0","1","0","0","0","0","0","0","0","1","","Co-op brain-candy. Made into a 10 by the expansion.","","","","8614524","7.4049","7.51432","2.3941","170","225135","thing","Pandemic","2","4","45","45","45","2008","1,2,3,4","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic Legacy: Season 0","314040","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","86863071","7.73805","8.33908","3.1793","59","20811","thing","Pandemic Legacy: Season 0","2","4","60","60","45","2020","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic Legacy: Season 1","161936","9","0","0","1","0","0","0","0","0","0","0","1","","","","","","31660984","8.34783","8.50428","2.8278","3","89204","thing","Pandemic Legacy: Season 1","2","4","60","60","60","2015","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic Legacy: Season 2","221107","9","0","0","1","0","0","0","0","0","0","0","3","","","","","","49035118","7.68935","8.01231","3.245","70","34774","thing","Pandemic Legacy: Season 2","2","4","60","60","60","2017","2,3,4","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","","","","","",""
"Pandemic: In the Lab","137136","9","0","0","1","0","0","0","0","0","0","0","3","","Fantastic second expansion. Adds some great theme and depth to the researching of the cures themselves. Definitely get it.","","","","23632453","7.09958","7.8333","2.8908","0","22437","thing","Pandemic: In the Lab","1","6","60","60","45","2013","1,2,3,4,5","4","10+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","","","",""
"Pandemic: On the Brink","40849","9","0","0","1","0","0","0","0","0","0","0","1","","More characters, more special cards, more depth! Get it for sure!","","","","12853086","7.69188","8.02915","2.6536","0","53856","thing","Pandemic: On the Brink","2","5","45","45","45","2009","1,2,3,4,5","4","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Parade","56692","8","0","0","1","0","0","0","0","0","0","0","3","","A wee little card game that we come back to often. Simple and fun. Mostly themeless so good for non-gamers.","","","","19181288","6.65368","6.99389","1.4571","996","12798","thing","Parade","2","6","45","45","45","2007","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Patchwork","163412","8","0","0","1","0","0","0","0","0","0","0","3","","","","","","39466969","7.47304","7.57975","1.5978","146","122304","thing","Patchwork","2","2","30","30","15","2014","2","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Pax Pamir: Second Edition","256960","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","90353271","7.76765","8.12776","3.8427","53","24496","thing","Pax Pamir: Second Edition","1","5","120","120","45","2019","1,2,3,4,5","4","14+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
"Phase 10","1258","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","49036064","5.21242","5.27943","1.2521","30379","32072","thing","Phase 10","2","6","45","45","45","1982","2,3,4,5,6","4","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"The Pirates","22287","7","0","1","1","0","0","0","0","0","0","0","3","","","","","","19181376","5.82773","6.2585","1.5877","4484","2349","thing","Buccaneer","3","5","30","30","30","2006","3,4,5","4,5","8+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Queen Games","Dutch; English; French; German; Italian; Spanish","2006","EN/FR/IT/NL/ES/DE edition"
"PitchCar","150","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","114103399","6.9756","7.27964","1.121","525","13003","thing","PitchCar","2","8","30","30","30","1995","2,3,4,5,6,7,8","5,6","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Power Grid","2651","9","0","0","1","0","0","0","0","0","0","0","3","","Still a great classic. Auctions and area control.","","","","8614512","7.68295","7.79912","3.2468","74","86601","thing","Power Grid","2","6","120","120","120","2004","3,4,5,6","4,5","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Power Grid: Factory Manager","44163","8","0","2","1","0","0","0","0","0","0","0","3","","Quite different from Power Grid. Auctions again but cool mechanics where you build sets of things.","","","","9689677","6.45629","6.83482","3","1422","7592","thing","Power Grid: Factory Manager","2","5","60","60","60","2009","2,3,4,5","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Puerto Rico","3076","7","0","5","1","0","0","0","0","0","0","0","1","","Yeah, I think I played it too much when I got it, and it can be frustrating to sit next to someone who plays unwisely.","","","","2955726","7.75381","7.89938","3.2666","55","84881","thing","Puerto Rico","3","5","150","150","90","2002","2,3,4,5","4","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","","","",""
